customer_id,tenure_months,contract_type,plan_type,monthly_charges,total_charges,payment_method,payment_delay_days,data_usage_gb,has_streaming_addon,num_support_tickets,last_login_days_ago,clv_estimated,churned
C-00280,24,One-year,Basic,29.66,711.84,Bank transfer,0,3.92,0,0,0,930.26,0
C-00281,33,Two-year,Premium,103.21,3405.93,Bank transfer,1,18.81,1,0,1,4226.28,0
C-00282,12,Month-to-month,Standard,57.61,691.32,Bank transfer,6,2.36,0,1,64,37.52,1
C-00283,5,Month-to-month,Basic,39.34,196.7,Mailed check,10,0.99,0,1,22,103.82,1
C-00284,3,Month-to-month,Premium,106.14,318.42,Electronic check,5,14.0,1,2,11,271.5,1
C-00285,23,One-year,Standard,51.28,1179.44,Credit card,1,17.1,1,0,0,1567.17,0
C-00286,1,Month-to-month,Standard,67.74,67.74,Credit card,9,1.54,1,2,40,142.33,1
C-00287,12,Month-to-month,Premium,88.23,1058.76,Bank transfer,1,28.3,1,1,13,1219.53,0
C-00288,21,One-year,Basic,27.43,576.03,Credit card,2,0.94,0,4,7,1086.86,0
C-00289,8,Month-to-month,Basic,22.04,176.32,Bank transfer,3,0.85,0,1,52,22.66,1
C-00290,33,One-year,Standard,67.5,2227.5,Credit card,1,8.46,0,0,11,2785.74,0
C-00291,2,Month-to-month,Basic,25.72,51.44,Bank transfer,7,2.55,0,1,37,63.46,1
C-00292,9,Month-to-month,Basic,25.18,226.62,Credit card,3,0.93,0,0,1,497.36,0
C-00293,41,Two-year,Basic,38.41,1574.81,Credit card,1,4.0,0,1,4,1978.56,0
C-00294,10,Month-to-month,Basic,36.11,361.1,Electronic check,7,0.24,0,2,85,101.5,1
C-00295,25,Month-to-month,Standard,48.53,1213.25,Bank transfer,2,4.07,1,1,0,709.95,0
C-00296,21,One-year,Basic,35.39,743.19,Mailed check,9,0.14,0,1,35,93.03,1
C-00297,34,One-year,Standard,67.83,2306.22,Mailed check,1,10.49,0,1,3,1818.26,0
C-00298,9,Month-to-month,Standard,46.96,422.64,Bank transfer,2,4.46,0,3,6,976.33,0
C-00299,19,One-year,Standard,65.63,1246.97,Credit card,2,4.02,1,0,17,1142.52,0
C-00300,26,Month-to-month,Basic,30.95,804.7,Electronic check,9,2.23,0,3,13,431.78,0
C-00301,5,Month-to-month,Standard,61.73,308.65,Mailed check,3,11.84,0,0,4,1760.93,0
C-00302,29,One-year,Basic,29.86,865.94,Electronic check,12,2.05,1,0,5,1213.94,0
C-00303,21,One-year,Standard,62.45,1311.45,Credit card,17,2.31,0,5,50,207.28,1
C-00304,23,One-year,Premium,76.53,1760.19,Mailed check,17,61.22,1,1,12,2994.29,0
C-00305,23,One-year,Standard,64.07,1473.61,Credit card,2,9.85,1,0,13,1597.06,0
C-00306,29,Two-year,Standard,45.83,1329.07,Electronic check,5,14.63,0,0,10,1966.28,0
C-00307,20,One-year,Standard,56.38,1127.6,Mailed check,1,9.83,1,0,0,2137.59,0
C-00308,9,Month-to-month,Basic,23.02,207.18,Credit card,3,0.51,0,3,57,65.93,1
C-00309,22,One-year,Premium,112.06,2465.32,Mailed check,11,32.3,0,1,2,4604.36,0
C-00310,1,Month-to-month,Premium,89.11,89.11,Credit card,2,3.52,1,0,117,192.0,1
C-00311,10,Month-to-month,Basic,29.08,290.8,Mailed check,14,0.89,0,3,19,56.65,1
C-00312,18,Month-to-month,Standard,55.72,1002.96,Credit card,2,5.16,0,2,17,164.76,1
C-00313,12,Month-to-month,Premium,109.76,1317.12,Mailed check,8,9.29,1,0,3,969.67,0
C-00314,62,Two-year,Premium,96.65,5992.3,Credit card,0,10.97,1,0,18,4475.97,0
C-00315,37,Two-year,Standard,64.72,2394.64,Electronic check,0,15.58,1,0,3,2939.81,0
C-00316,28,One-year,Standard,46.84,1311.52,Bank transfer,0,6.06,1,0,0,1313.04,0
C-00317,21,Month-to-month,Basic,23.83,500.43,Bank transfer,4,0.28,0,2,15,72.92,1
C-00318,3,Month-to-month,Premium,99.82,299.46,Credit card,0,26.66,1,0,0,2167.4,0
C-00319,1,Month-to-month,Basic,38.94,38.94,Electronic check,0,1.66,1,0,1,729.79,0
C-00320,18,Month-to-month,Standard,46.87,843.66,Credit card,21,2.19,0,1,165,36.51,1
C-00321,25,One-year,Basic,20.86,521.5,Bank transfer,0,1.96,1,0,9,436.53,0
C-00322,27,One-year,Basic,23.13,624.51,Credit card,2,2.22,1,0,0,843.36,0
C-00323,17,One-year,Standard,61.03,1037.51,Mailed check,26,5.92,1,0,2,1955.08,0
C-00324,6,Month-to-month,Premium,92.95,557.7,Credit card,1,27.03,1,0,6,2358.11,0
C-00325,33,Two-year,Basic,36.51,1204.83,Credit card,3,3.5,1,4,13,1492.64,0
C-00326,19,One-year,Standard,46.8,889.2,Credit card,7,6.42,0,0,7,1420.08,0
C-00327,30,One-year,Basic,23.93,717.9,Bank transfer,2,3.18,0,0,2,685.8,0
C-00328,8,One-year,Basic,26.0,208.0,Credit card,1,1.96,0,1,14,964.11,0
C-00329,16,Month-to-month,Standard,60.67,970.72,Bank transfer,0,3.22,0,1,49,221.39,1
C-00330,7,Month-to-month,Standard,62.13,434.91,Mailed check,6,9.75,0,0,6,908.63,0
C-00331,11,Month-to-month,Basic,22.48,247.28,Electronic check,12,0.58,0,1,27,11.24,1
C-00332,15,One-year,Basic,38.88,583.2,Bank transfer,2,2.4,0,0,0,1317.96,0
C-00333,9,Month-to-month,Basic,26.82,241.38,Credit card,7,1.34,0,4,80,62.53,1
C-00334,1,Month-to-month,Basic,34.26,34.26,Electronic check,12,0.78,0,1,38,18.74,1
C-00335,18,Month-to-month,Premium,98.59,1774.62,Credit card,6,15.31,1,1,27,119.34,1
C-00336,2,Month-to-month,Premium,85.02,170.04,Electronic check,2,4.22,1,1,12,140.15,1
C-00337,41,Two-year,Basic,36.92,1513.72,Credit card,0,4.42,0,0,3,2194.6,0
C-00338,24,One-year,Standard,65.46,1571.04,Bank transfer,2,13.25,1,0,0,1424.13,0
C-00339,13,Month-to-month,Premium,92.82,1206.66,Bank transfer,3,10.94,1,1,9,165.74,1
C-00340,3,Month-to-month,Basic,31.77,95.31,Mailed check,4,0.7,0,2,22,15.88,1
C-00341,3,Month-to-month,Premium,86.6,259.8,Credit card,3,40.0,1,1,1,1811.96,0
C-00342,3,Month-to-month,Premium,106.04,318.12,Bank transfer,22,8.06,0,2,46,106.69,1
C-00343,13,Month-to-month,Basic,26.18,340.34,Credit card,39,0.24,0,2,21,97.88,1
C-00344,8,Month-to-month,Basic,36.88,295.04,Electronic check,0,0.71,0,3,45,48.67,1
C-00345,21,Month-to-month,Premium,84.78,1780.38,Mailed check,32,7.18,1,5,35,233.96,1
C-00346,32,One-year,Standard,45.37,1451.84,Bank transfer,0,23.45,1,0,19,1555.68,0
C-00347,15,One-year,Basic,25.37,380.55,Bank transfer,0,1.91,0,2,1,585.26,0
C-00348,13,Month-to-month,Basic,23.82,309.66,Mailed check,19,0.4,0,2,67,68.79,1
C-00349,1,Month-to-month,Standard,57.71,57.71,Bank transfer,4,3.7,1,3,38,28.86,1
C-00350,20,One-year,Standard,50.09,1001.8,Bank transfer,0,7.7,1,0,2,1492.5,0
C-00351,4,One-year,Standard,64.08,256.32,Bank transfer,6,4.21,1,4,27,164.35,1
C-00352,28,Two-year,Premium,85.86,2404.08,Electronic check,23,23.51,1,0,5,3914.15,0
C-00353,15,One-year,Basic,34.14,512.1,Credit card,0,3.34,0,1,3,711.73,0
C-00354,11,Month-to-month,Standard,59.46,654.06,Electronic check,11,2.57,1,2,82,194.06,1
C-00355,2,Month-to-month,Standard,69.66,139.32,Bank transfer,0,14.67,1,2,1,1200.59,0
C-00356,26,One-year,Standard,70.0,1820.0,Credit card,1,7.98,0,4,4,1789.13,0
C-00357,8,Month-to-month,Basic,37.39,299.12,Electronic check,1,2.53,0,1,33,41.72,1
C-00358,25,One-year,Premium,109.2,2730.0,Bank transfer,0,31.25,1,0,3,3359.58,0
C-00359,35,Two-year,Premium,92.39,3233.65,Credit card,0,27.76,1,0,6,4237.8,0
C-00360,25,One-year,Standard,63.83,1595.75,Bank transfer,0,5.72,0,0,0,1766.94,0
C-00361,19,Month-to-month,Standard,68.92,1309.48,Mailed check,17,4.5,1,4,9,228.88,1
C-00362,30,One-year,Basic,20.47,614.1,Mailed check,15,0.83,0,2,228,67.68,1
C-00363,38,Month-to-month,Standard,58.45,2221.1,Mailed check,10,5.63,1,0,21,1139.83,0
C-00364,12,One-year,Standard,50.45,605.4,Mailed check,8,7.57,1,1,8,1790.97,0
C-00365,57,Two-year,Standard,58.95,3360.15,Credit card,0,8.17,0,0,1,1951.73,0
C-00366,5,Month-to-month,Premium,95.99,479.95,Bank transfer,12,4.32,1,1,104,198.99,1
C-00367,48,Two-year,Standard,59.39,2850.72,Electronic check,2,3.13,1,0,4,3009.92,0
C-00368,42,Two-year,Basic,31.02,1302.84,Bank transfer,0,1.88,0,0,2,1421.63,0
C-00369,9,Month-to-month,Standard,69.0,621.0,Bank transfer,4,3.21,1,1,37,113.9,1
C-00370,6,Month-to-month,Basic,31.04,186.24,Bank transfer,2,0.47,0,0,13,42.48,1
C-00371,4,Month-to-month,Basic,36.92,147.68,Bank transfer,0,3.38,0,0,0,672.39,0
C-00372,6,Month-to-month,Basic,26.4,158.4,Mailed check,5,2.49,0,4,14,76.98,1
C-00373,3,Month-to-month,Standard,55.95,167.85,Bank transfer,12,4.39,1,0,60,170.58,1
C-00374,14,One-year,Standard,56.76,794.64,Bank transfer,1,4.3,0,1,1,1702.79,0
C-00375,5,Month-to-month,Standard,51.97,259.85,Mailed check,5,1.26,0,2,102,148.27,1
C-00376,4,Month-to-month,Standard,54.49,217.96,Bank transfer,5,3.37,0,0,13,68.31,1
C-00377,26,Two-year,Standard,59.96,1558.96,Credit card,0,12.06,0,1,1,3216.06,0
C-00378,44,Month-to-month,Basic,31.6,1390.4,Bank transfer,2,1.06,0,2,73,60.35,1
C-00379,45,Two-year,Premium,103.64,4663.8,Electronic check,2,23.37,0,1,8,4267.95,0
C-00380,6,Month-to-month,Basic,27.04,162.24,Electronic check,0,1.68,0,2,9,836.51,0
C-00381,2,Month-to-month,Basic,26.32,52.64,Electronic check,1,4.84,0,0,5,399.06,0
C-00382,32,One-year,Standard,60.29,1929.28,Electronic check,6,4.16,0,3,24,102.97,1
C-00383,23,One-year,Basic,22.66,521.18,Credit card,0,0.25,0,1,86,36.99,1
C-00384,29,Two-year,Basic,25.06,726.74,Mailed check,8,4.21,0,0,0,1289.57,0
C-00385,25,One-year,Standard,46.05,1151.25,Mailed check,31,3.68,1,0,5,1878.31,0
C-00386,37,Two-year,Standard,46.82,1732.34,Credit card,3,1.11,1,1,1,1708.43,0
C-00387,3,Month-to-month,Standard,51.08,153.24,Credit card,9,3.79,0,1,23,121.64,1
C-00388,17,Month-to-month,Premium,75.88,1289.96,Mailed check,1,38.68,1,0,6,1524.2,0
C-00389,33,One-year,Standard,51.14,1687.62,Mailed check,6,2.12,0,3,86,36.39,1
C-00390,49,Two-year,Premium,104.47,5119.03,Mailed check,4,12.79,1,1,4,6425.66,0
C-00391,44,Two-year,Basic,21.22,933.68,Mailed check,35,1.96,0,2,10,1075.66,0
C-00392,9,Month-to-month,Standard,55.92,503.28,Bank transfer,14,3.03,0,1,60,144.18,1
C-00393,13,Month-to-month,Premium,116.09,1509.17,Bank transfer,0,18.75,1,0,3,645.32,0
C-00394,28,One-year,Standard,64.78,1813.84,Bank transfer,2,7.15,1,4,27,205.45,1
C-00395,1,Month-to-month,Standard,52.64,52.64,Credit card,4,4.82,1,0,4,1598.1,0
C-00396,55,Two-year,Basic,38.5,2117.5,Electronic check,9,2.36,0,1,1,1790.13,0
C-00397,33,Two-year,Basic,26.59,877.47,Bank transfer,1,3.66,0,0,4,1083.97,0
C-00398,13,Month-to-month,Standard,46.81,608.53,Bank transfer,0,11.35,1,1,1,154.77,0
C-00399,24,One-year,Basic,39.88,957.12,Bank transfer,0,3.75,1,1,10,782.52,0
C-00400,28,One-year,Premium,114.15,3196.2,Bank transfer,3,32.52,1,2,1,4188.63,0
C-00401,2,Month-to-month,Basic,29.32,58.64,Credit card,3,1.3,0,2,21,57.88,1
C-00402,42,Two-year,Premium,104.99,4409.58,Credit card,3,29.47,1,1,5,3446.65,0
C-00403,13,One-year,Premium,105.21,1367.73,Credit card,0,33.34,1,0,17,4440.14,0
C-00404,46,Two-year,Basic,23.89,1098.94,Credit card,5,1.66,0,0,1,986.87,0
C-00405,9,Month-to-month,Basic,24.0,216.0,Mailed check,9,0.47,0,2,30,19.6,1
C-00406,51,Two-year,Premium,96.13,4902.63,Credit card,0,39.53,0,0,0,4657.4,0
C-00407,16,Month-to-month,Premium,116.02,1856.32,Credit card,0,43.85,1,0,3,2443.52,0
C-00408,19,Month-to-month,Standard,45.25,859.75,Bank transfer,7,4.84,0,5,17,42.01,1
C-00409,51,Two-year,Basic,35.65,1818.15,Bank transfer,0,1.53,0,0,1,1604.19,0
C-00410,1,Month-to-month,Standard,46.44,46.44,Credit card,7,0.76,0,1,27,150.04,1
C-00411,4,Month-to-month,Standard,56.96,227.84,Electronic check,1,9.5,1,3,15,562.27,0
C-00412,41,Two-year,Basic,32.76,1343.16,Electronic check,0,1.03,0,0,9,1687.41,0
C-00413,61,Two-year,Standard,62.17,3792.37,Credit card,1,3.69,1,0,2,2787.07,0
C-00414,25,One-year,Basic,21.17,529.25,Credit card,6,0.51,0,0,81,51.43,1
C-00415,13,One-year,Basic,28.37,368.81,Mailed check,13,0.49,0,1,14,32.96,1
C-00416,5,Month-to-month,Basic,31.68,158.4,Electronic check,3,0.37,0,0,41,69.28,1
C-00417,4,Month-to-month,Basic,21.32,85.28,Electronic check,8,0.93,0,0,30,26.38,1
C-00418,16,Month-to-month,Basic,22.7,363.2,Credit card,4,0.69,1,2,19,11.35,1
C-00419,21,One-year,Standard,61.59,1293.39,Bank transfer,0,3.24,1,1,3,1152.71,0
C-00420,23,One-year,Basic,30.43,699.89,Bank transfer,0,1.31,0,2,4,859.84,0
C-00421,24,One-year,Basic,23.24,557.76,Credit card,1,0.23,0,1,40,50.83,1
C-00422,25,One-year,Basic,30.7,767.5,Bank transfer,1,1.09,0,0,7,1218.35,0
C-00423,4,Month-to-month,Premium,116.07,464.28,Bank transfer,1,20.81,1,0,9,2338.7,0
C-00424,27,Month-to-month,Standard,45.39,1225.53,Credit card,1,4.53,0,0,0,1241.51,0
C-00425,10,Month-to-month,Standard,61.07,610.7,Electronic check,13,4.01,1,3,15,112.31,1
C-00426,27,One-year,Standard,46.84,1264.68,Electronic check,2,10.43,0,0,8,1611.97,0
C-00427,4,Month-to-month,Premium,75.29,301.16,Credit card,1,16.23,1,3,6,911.85,0
C-00428,47,Two-year,Basic,23.01,1081.47,Electronic check,0,2.49,1,0,7,1176.83,0
C-00429,6,Month-to-month,Standard,55.57,333.42,Credit card,2,3.99,1,0,0,875.77,0
C-00430,2,Month-to-month,Standard,65.06,130.12,Electronic check,10,0.7,1,1,35,105.0,1
C-00431,3,Month-to-month,Standard,52.04,156.12,Credit card,6,1.65,1,1,87,107.03,1
C-00432,26,One-year,Basic,32.51,845.26,Credit card,4,2.84,0,1,7,606.5,0
C-00433,25,One-year,Standard,55.28,1382.0,Bank transfer,2,15.19,0,2,11,1804.83,0
C-00434,12,Month-to-month,Basic,24.69,296.28,Bank transfer,2,4.51,0,0,1,548.8,0
C-00435,6,Month-to-month,Standard,57.86,347.16,Mailed check,4,1.24,0,1,37,83.14,1
C-00436,18,One-year,Standard,64.94,1168.92,Bank transfer,0,8.36,1,0,2,2043.22,0
C-00437,9,Month-to-month,Basic,36.65,329.85,Credit card,7,0.41,0,2,76,109.95,1
C-00438,19,Two-year,Premium,113.09,2148.71,Bank transfer,3,13.11,1,0,1,6281.59,0
C-00439,32,One-year,Basic,26.77,856.64,Bank transfer,1,2.26,0,1,2,774.55,0
C-00440,7,Month-to-month,Premium,110.71,774.97,Credit card,0,16.64,1,1,6,2255.93,0
C-00441,1,Month-to-month,Standard,50.3,50.3,Electronic check,19,8.77,0,2,7,160.66,1
C-00442,38,Two-year,Basic,34.77,1321.26,Electronic check,2,0.97,0,0,6,1757.13,0
C-00443,15,Month-to-month,Basic,38.97,584.55,Mailed check,1,2.57,0,1,0,922.89,0
C-00444,12,Month-to-month,Premium,75.62,907.44,Mailed check,12,3.29,1,1,37,199.38,1
C-00445,57,Two-year,Basic,28.81,1642.17,Credit card,3,0.61,0,0,44,59.81,1
C-00446,71,Two-year,Basic,32.96,2340.16,Electronic check,2,2.64,0,0,3,2007.32,0
C-00447,44,Two-year,Basic,34.04,1497.76,Bank transfer,2,1.44,1,0,20,1289.53,0
C-00448,18,One-year,Standard,49.4,889.2,Electronic check,2,6.62,0,0,0,1651.09,0
C-00449,24,Month-to-month,Standard,69.3,1663.2,Bank transfer,4,5.54,0,0,4,1017.51,0
C-00450,1,Month-to-month,Basic,32.31,32.31,Mailed check,48,1.1,0,0,27,87.68,1
C-00451,27,One-year,Basic,23.29,628.83,Electronic check,10,1.48,0,1,7,695.42,0
C-00452,21,One-year,Basic,20.41,428.61,Mailed check,43,2.07,1,0,13,768.21,0
C-00453,3,Month-to-month,Basic,35.67,107.01,Electronic check,14,0.99,0,1,88,93.18,1
C-00454,46,Two-year,Standard,46.99,2161.54,Mailed check,8,10.31,1,1,1,2057.99,0
C-00455,9,Month-to-month,Standard,48.53,436.77,Electronic check,10,6.24,0,1,1,1030.01,0
C-00456,5,Month-to-month,Basic,31.5,157.5,Bank transfer,14,0.89,0,1,17,74.53,1
C-00457,3,Month-to-month,Basic,32.07,96.21,Credit card,1,1.09,0,5,10,58.9,1
C-00458,1,Month-to-month,Basic,33.74,33.74,Bank transfer,5,0.51,1,1,30,90.87,1
C-00459,13,Month-to-month,Premium,92.71,1205.23,Credit card,2,42.29,1,1,12,1607.73,0
C-00460,13,Month-to-month,Premium,109.83,1427.79,Bank transfer,2,44.38,1,3,5,1463.43,0
C-00461,11,Month-to-month,Premium,118.85,1307.35,Bank transfer,1,33.22,1,1,1,2343.55,0
C-00462,40,One-year,Basic,25.42,1016.8,Bank transfer,2,2.09,0,1,17,855.18,0
C-00463,13,One-year,Basic,34.06,442.78,Mailed check,12,0.11,0,4,27,17.03,1
C-00464,29,One-year,Basic,38.57,1118.53,Mailed check,6,2.49,0,0,8,1896.92,0
C-00465,22,Two-year,Basic,33.73,742.06,Credit card,0,1.66,0,0,2,2573.79,0
C-00466,1,Month-to-month,Standard,62.03,62.03,Bank transfer,2,7.79,1,1,8,805.86,0
C-00467,1,Month-to-month,Standard,50.59,50.59,Bank transfer,2,0.57,1,4,117,126.1,1
C-00468,41,Two-year,Premium,99.08,4062.28,Bank transfer,7,31.4,1,1,2,3697.42,0
C-00469,4,Month-to-month,Premium,100.31,401.24,Electronic check,10,11.89,1,3,1,805.28,0
C-00470,42,Two-year,Basic,34.0,1428.0,Bank transfer,1,2.14,1,0,1,1476.01,0
C-00471,2,Month-to-month,Standard,69.92,139.84,Bank transfer,10,5.19,0,3,67,62.3,1
C-00472,50,Two-year,Basic,20.67,1033.5,Mailed check,9,1.59,0,2,0,1102.56,0
C-00473,15,Month-to-month,Basic,21.3,319.5,Electronic check,4,1.15,0,2,7,57.58,1
C-00474,35,Two-year,Standard,46.95,1643.25,Credit card,1,5.77,1,3,0,3080.19,0
C-00475,17,One-year,Basic,34.86,592.62,Electronic check,1,2.72,0,0,11,1059.01,0
C-00476,42,Two-year,Standard,48.41,2033.22,Bank transfer,0,4.13,1,3,6,2741.54,0
C-00477,3,Month-to-month,Basic,32.45,97.35,Credit card,1,3.37,0,2,3,660.02,0
C-00478,11,One-year,Standard,53.12,584.32,Credit card,5,6.41,1,0,21,118.48,1
C-00479,40,Two-year,Standard,56.43,2257.2,Bank transfer,1,11.95,0,0,20,2145.13,0
C-00480,14,One-year,Basic,24.31,340.34,Bank transfer,8,0.36,0,2,83,43.96,1
C-00481,25,One-year,Premium,113.97,2849.25,Credit card,0,12.17,1,0,1,3084.22,0
C-00482,32,One-year,Basic,31.72,1015.04,Electronic check,4,1.66,0,0,0,1101.45,0
C-00483,21,Month-to-month,Standard,68.61,1440.81,Electronic check,1,17.57,1,0,1,367.53,0
C-00484,20,One-year,Standard,59.36,1187.2,Credit card,0,9.76,1,0,1,2280.35,0
C-00485,20,One-year,Standard,48.1,962.0,Credit card,2,3.55,1,0,20,1340.56,0
C-00486,30,Two-year,Premium,82.69,2480.7,Electronic check,2,13.98,1,2,9,3418.09,0
C-00487,10,Month-to-month,Basic,39.78,397.8,Credit card,5,1.41,0,1,49,90.54,1
C-00488,15,Month-to-month,Standard,63.14,947.1,Mailed check,4,12.09,0,1,0,1127.68,0
C-00489,66,Two-year,Standard,46.23,3051.18,Bank transfer,1,4.3,0,0,9,2292.42,0
C-00490,28,Two-year,Premium,106.67,2986.76,Credit card,3,10.15,1,1,1,6515.88,0
C-00491,8,Month-to-month,Basic,28.24,225.92,Credit card,14,0.63,0,4,13,16.03,1
C-00492,20,One-year,Standard,52.68,1053.6,Credit card,2,2.97,0,0,1,994.33,0
C-00493,1,Month-to-month,Standard,48.85,48.85,Credit card,1,8.22,0,0,2,717.0,0
C-00494,3,Month-to-month,Basic,36.8,110.4,Credit card,13,1.85,0,2,17,114.76,1
C-00495,2,Month-to-month,Standard,46.6,93.2,Bank transfer,6,1.6,0,1,20,122.67,1
C-00496,5,Month-to-month,Basic,25.8,129.0,Credit card,3,0.59,1,2,68,49.05,1
C-00497,33,One-year,Standard,52.66,1737.78,Bank transfer,1,19.83,0,0,9,1834.8,0
C-00498,12,Month-to-month,Premium,82.24,986.88,Bank transfer,1,35.68,1,0,0,1894.75,0
C-00499,58,Two-year,Standard,57.7,3346.6,Credit card,0,8.25,0,1,5,3068.52,0
C-00500,34,Two-year,Standard,45.29,1539.86,Credit card,0,8.27,1,2,11,2664.93,0
C-00501,26,One-year,Standard,52.52,1365.52,Credit card,0,4.51,0,0,0,1649.31,0
C-00502,18,One-year,Basic,38.67,696.06,Credit card,4,0.38,0,0,41,92.5,1
C-00503,18,Month-to-month,Basic,26.21,471.78,Electronic check,2,0.52,0,1,180,62.82,1
C-00504,38,Two-year,Standard,54.01,2052.38,Credit card,1,17.52,0,3,2,2370.91,0
C-00505,17,One-year,Basic,29.46,500.82,Electronic check,0,1.48,0,2,0,852.22,0
C-00506,4,Month-to-month,Basic,31.23,124.92,Bank transfer,1,1.83,0,0,6,657.43,0
C-00507,48,Two-year,Standard,65.22,3130.56,Bank transfer,0,5.11,1,2,2,2494.05,0
C-00508,42,Two-year,Basic,23.81,1000.02,Bank transfer,0,2.25,0,3,2,970.35,0
C-00509,46,Two-year,Basic,37.43,1721.78,Electronic check,0,2.98,0,0,7,1698.76,0
C-00510,18,One-year,Standard,63.94,1150.92,Credit card,0,13.17,0,1,17,1945.93,0
C-00511,30,One-year,Basic,34.45,1033.5,Credit card,0,1.12,0,0,2,1028.08,0
C-00512,2,Month-to-month,Premium,78.91,157.82,Bank transfer,2,26.4,1,0,8,1412.17,0
C-00513,48,Two-year,Premium,75.97,3646.56,Credit card,0,17.49,1,0,18,3748.85,0
C-00514,52,Two-year,Standard,59.85,3112.2,Bank transfer,0,16.55,0,0,0,2732.69,0
C-00515,11,Month-to-month,Basic,37.26,409.86,Bank transfer,3,0.49,0,4,29,54.17,1
C-00516,8,Month-to-month,Standard,59.61,476.88,Bank transfer,1,3.63,1,1,10,1085.88,0
C-00517,8,Month-to-month,Premium,84.6,676.8,Bank transfer,0,21.98,1,0,2,1847.04,0
C-00518,32,Two-year,Standard,47.26,1512.32,Bank transfer,1,11.88,1,0,2,2675.18,0
C-00519,51,Two-year,Basic,33.99,1733.49,Electronic check,8,2.28,0,0,6,954.93,0
C-00520,4,Month-to-month,Standard,63.04,252.16,Electronic check,8,1.42,0,2,37,76.08,1
C-00521,20,One-year,Premium,82.76,1655.2,Bank transfer,1,18.31,1,1,9,3107.6,0
C-00522,7,Month-to-month,Standard,45.7,319.9,Electronic check,0,4.99,0,0,3,745.94,0
C-00523,49,Two-year,Standard,55.21,2705.29,Mailed check,0,7.12,0,0,6,1636.95,0
C-00524,22,Two-year,Standard,59.57,1310.54,Bank transfer,5,5.4,1,0,18,3587.12,0
C-00525,24,Two-year,Standard,62.65,1503.6,Bank transfer,0,6.06,1,2,46,175.72,1
C-00526,18,Month-to-month,Basic,36.2,651.6,Electronic check,9,0.68,1,3,57,38.14,1
C-00527,16,Month-to-month,Standard,60.26,964.16,Bank transfer,5,9.71,0,0,17,660.78,0
C-00528,13,Month-to-month,Basic,22.22,288.86,Credit card,9,1.05,0,2,47,97.45,1
C-00529,6,Month-to-month,Standard,62.06,372.36,Mailed check,11,4.45,1,3,56,78.59,1
C-00530,51,Two-year,Basic,39.68,2023.68,Credit card,2,3.47,0,0,14,2387.45,0
C-00531,26,Two-year,Standard,67.64,1758.64,Electronic check,7,13.7,1,3,10,4291.41,0
C-00532,40,Two-year,Basic,37.43,1497.2,Electronic check,8,2.4,0,0,4,1253.13,0
C-00533,32,Two-year,Standard,52.55,1681.6,Mailed check,0,4.81,0,2,4,2043.47,0
C-00534,27,One-year,Standard,63.77,1721.79,Credit card,1,4.75,1,0,0,2439.33,0
C-00535,23,One-year,Basic,37.02,851.46,Bank transfer,0,1.32,0,0,0,707.04,0
C-00536,33,Two-year,Basic,33.57,1107.81,Bank transfer,0,2.93,0,0,8,1251.74,0
C-00537,58,Two-year,Basic,25.01,1450.58,Credit card,3,1.04,0,1,108,46.1,1
C-00538,1,Month-to-month,Premium,117.92,117.92,Credit card,1,37.88,1,3,17,2034.01,0
C-00539,8,Month-to-month,Standard,56.27,450.16,Bank transfer,0,8.76,0,1,45,161.64,1
C-00540,1,Month-to-month,Standard,48.25,48.25,Bank transfer,1,1.56,0,3,20,118.23,1
C-00541,47,Two-year,Basic,22.2,1043.4,Credit card,2,2.05,0,1,5,1111.46,0
C-00542,29,One-year,Standard,61.19,1774.51,Bank transfer,1,8.95,1,0,0,1763.61,0
C-00543,6,Month-to-month,Premium,94.7,568.2,Electronic check,12,20.82,1,3,5,1107.64,0
C-00544,31,One-year,Premium,79.25,2456.75,Electronic check,9,18.78,1,0,4,3148.61,0
C-00545,22,One-year,Standard,63.51,1397.22,Mailed check,33,18.37,0,2,7,1975.99,0
C-00546,3,Month-to-month,Basic,35.99,107.97,Bank transfer,1,2.07,0,1,2,789.39,0
C-00547,2,Month-to-month,Basic,34.51,69.02,Mailed check,11,1.04,0,2,34,75.13,1
C-00548,20,One-year,Basic,24.05,481.0,Mailed check,19,1.35,0,0,0,743.15,0
C-00549,28,One-year,Basic,33.8,946.4,Credit card,3,2.82,1,1,1,1042.12,0
C-00550,30,One-year,Basic,20.21,606.3,Credit card,2,1.22,0,0,6,606.96,0
C-00551,18,One-year,Basic,26.1,469.8,Bank transfer,1,2.53,1,0,3,753.47,0
C-00552,50,Two-year,Basic,27.98,1399.0,Bank transfer,0,2.56,0,0,4,1175.44,0
C-00553,16,One-year,Premium,112.59,1801.44,Bank transfer,3,19.96,1,0,2,3856.57,0
C-00554,19,One-year,Standard,54.76,1040.44,Bank transfer,10,5.99,0,0,80,158.78,1
C-00555,27,Two-year,Premium,75.51,2038.77,Electronic check,10,26.92,1,2,1,3806.12,0
C-00556,40,Month-to-month,Standard,53.81,2152.4,Bank transfer,0,8.81,0,1,8,1486.7,0
C-00557,2,Month-to-month,Basic,29.98,59.96,Credit card,0,2.03,1,1,3,456.88,0
C-00558,4,Month-to-month,Standard,68.73,274.92,Mailed check,8,4.4,1,4,18,255.5,1
C-00559,18,One-year,Basic,38.82,698.76,Credit card,4,0.66,0,3,13,91.4,1
